33554432 , 491.196717 
67108864 , 1007.353720 
2 , 0.459242 
4 , 0.572625 
8 , 0.686188 
16 , 0.787121 
32 , 0.872303 
64 , 0.964825 
128 , 0.983266 
256 , 1.188142 
512 , 1.322965 
1024 , 1.419738 
2048 , 1.520421 
4096 , 1.653994 
8192 , 1.745397 
16384 , 1.878220 
32768 , 2.083656 
65536 , 2.258970 
131072 , 2.739563 
262144 , 3.539435 
524288 , 4.513740 
1048576 , 7.161961 
2097152 , 25.107490 
4194304 , 53.634620 
8388608 , 115.675104 
16777216 , 228.820771 
33554432 , 495.982514 
67108864 , 1009.849736 
2 , 0.453312 
4 , 0.523143 
8 , 0.675897 
16 , 0.793170 
32 , 0.868752 
64 , 0.954494 
128 , 1.064897 
256 , 1.276182 
512 , 1.310233 
1024 , 1.339924 
2048 , 1.475027 
4096 , 1.648372 
8192 , 1.815176 
16384 , 1.915309 
32768 , 2.046642 
65536 , 2.309059 
131072 , 2.717240 
262144 , 3.483918 
524288 , 4.657709 
1048576 , 7.310416 
2097152 , 25.295224 
4194304 , 53.459790 
8388608 , 115.092759 
16777216 , 229.454609 
33554432 , 489.637312 
67108864 , 1009.875462 
2 , 0.441841 
4 , 0.552364 
8 , 0.634976 
16 , 0.776900 
32 , 0.851831 
64 , 0.918464 
128 , 1.095668 
256 , 1.169080 
512 , 1.312133 
1024 , 1.446407 
2048 , 1.527359 
4096 , 1.625541 
8192 , 1.750424 
16384 , 1.935210 
32768 , 2.040872 
65536 , 2.345559 
131072 , 2.752680 
262144 , 3.640332 
524288 , 4.715010 
1048576 , 7.677316 
2097152 , 25.152570 
4194304 , 53.210005 
8388608 , 113.754375 
16777216 , 227.729086 
33554432 , 488.392550 
67108864 , 1008.380914 
2 , 0.492432 
4 , 0.539533 
8 , 0.630157 
16 , 0.758800 
32 , 0.874083 
64 , 1.044217 
128 , 1.064687 
256 , 1.200960 
512 , 1.335534 
1024 , 1.375795 
2048 , 1.512659 
4096 , 1.634102 
8192 , 1.715614 
16384 , 1.885208 
32768 , 2.064553 
65536 , 2.282058 
131072 , 2.782141 
262144 , 3.330295 
524288 , 4.535225 
1048576 , 7.340847 
2097152 , 25.100119 
4194304 , 52.424624 
8388608 , 116.753662 
16777216 , 229.978333 
33554432 , 491.257749 
67108864 , 1013.769691 
2 , 0.486463 
4 , 0.552875 
8 , 0.668698 
16 , 0.817151 
32 , 0.895014 
64 , 1.004887 
128 , 1.074099 
256 , 1.200312 
512 , 1.393167 
1024 , 1.386497 
2048 , 1.412847 
4096 , 1.637724 
8192 , 1.711486 
16384 , 1.877620 
32768 , 2.080525 
65536 , 2.301712 
131072 , 2.814255 
262144 , 3.396680 
524288 , 4.718305 
1048576 , 7.328725 
2097152 , 25.226972 
4194304 , 53.726801 
8388608 , 116.290188 
16777216 , 227.624224 
33554432 , 494.265649 
67108864 , 1013.583236 
2 , 0.451572 
4 , 0.565465 
8 , 0.659257 
16 , 0.773091 
32 , 0.878883 
64 , 0.998717 
128 , 1.088189 
256 , 1.231143 
512 , 1.274233 
1024 , 1.439589 
2048 , 1.536851 
4096 , 1.652034 
8192 , 1.696985 
16384 , 1.910031 
32768 , 2.040925 
65536 , 2.321432 
131072 , 2.763774 
262144 , 3.353920 
524288 , 4.736236 
1048576 , 7.365196 
2097152 , 25.416717 
4194304 , 53.840565 
8388608 , 114.267904 
16777216 , 229.693860 
33554432 , 492.097201 
67108864 , 996.895741 
2 , 0.452802 
4 , 0.462652 
8 , 0.666057 
16 , 0.769690 
32 , 0.893284 
64 , 1.010297 
128 , 1.095740 
256 , 1.197332 
512 , 1.301934 
1024 , 1.411148 
2048 , 1.528541 
4096 , 1.654184 
8192 , 1.764707 
16384 , 1.923521 
32768 , 2.055554 
65536 , 2.238409 
131072 , 2.754634 
262144 , 3.374350 
524288 , 5.072105 
1048576 , 7.310285 
2097152 , 25.695375 
4194304 , 54.617085 
8388608 , 116.008951 
16777216 , 232.054563 
33554432 , 486.706049 
67108864 , 1000.440724 
2 , 0.494943 
4 , 0.519064 
8 , 0.671068 
16 , 0.793961 
32 , 0.866573 
64 , 1.015317 
128 , 1.072698 
256 , 1.196831 
512 , 1.310764 
1024 , 1.457169 
2048 , 1.544931 
4096 , 1.580032 
8192 , 1.760077 
16384 , 1.899420 
32768 , 2.109546 
65536 , 2.283251 
131072 , 2.748933 
262144 , 3.522183 
524288 , 4.721135 
1048576 , 7.153359 
2097152 , 24.958441 
4194304 , 52.798249 
8388608 , 115.197373 
16777216 , 230.300883 
33554432 , 489.580335 
67108864 , 1001.388520 
2 , 0.427161 
4 , 0.444012 
8 , 0.664807 
16 , 0.760090 
32 , 0.853053 
64 , 0.985126 
128 , 1.111319 
256 , 1.176891 
512 , 1.337085 
1024 , 1.387436 
2048 , 1.525771 
4096 , 1.668255 
8192 , 1.769447 
16384 , 1.863949 
32768 , 2.104516 
65536 , 2.241790 
131072 , 2.756223 
262144 , 3.684207 
524288 , 4.690495 
1048576 , 7.169070 
2097152 , 24.997823 
4194304 , 53.112737 
8388608 , 115.283685 
16777216 , 231.043264 
33554432 , 489.708308 
67108864 , 1007.373498 
2 , 0.463932 
4 , 0.572766 
8 , 0.604376 
16 , 0.780441 
32 , 0.852172 
64 , 0.965386 
128 , 1.075768 
256 , 1.123770 
512 , 1.294734 
1024 , 1.466909 
2048 , 1.535340 
4096 , 1.656054 
8192 , 1.870130 
16384 , 1.881890 
32768 , 2.075315 
65536 , 2.306571 
131072 , 2.836225 
262144 , 3.516074 
524288 , 4.702994 
1048576 , 7.306104 
2097152 , 24.694154 
4194304 , 53.658391 
8388608 , 114.052224 
16777216 , 232.091763 
33554432 , 495.541944 
67108864 , 1011.976491 
2 , 0.453102 
4 , 0.504773 
8 , 0.671088 
16 , 0.674668 
32 , 0.859753 
64 , 0.982146 
128 , 1.078998 
256 , 1.195281 
512 , 1.296145 
1024 , 1.415878 
2048 , 1.563231 
4096 , 1.633253 
8192 , 1.621913 
16384 , 1.862250 
32768 , 2.091775 
65536 , 2.310782 
131072 , 2.791714 
262144 , 3.428801 
524288 , 4.688784 
1048576 , 7.199370 
2097152 , 24.732973 
4194304 , 53.694119 
8388608 , 116.001375 
16777216 , 228.684913 
33554432 , 491.648622 
67108864 , 1007.893273 
2 , 0.426512 
4 , 0.491973 
8 , 0.674288 
16 , 0.707809 
32 , 0.862023 
64 , 1.024327 
128 , 1.051128 
256 , 1.217302 
512 , 1.231662 
1024 , 1.354616 
2048 , 1.473779 
4096 , 1.615563 
8192 , 1.720166 
16384 , 1.883269 
32768 , 2.075925 
65536 , 2.318841 
131072 , 2.744993 
262144 , 3.536753 
524288 , 4.743736 
1048576 , 7.600421 
2097152 , 25.423932 
4194304 , 53.289919 
8388608 , 114.126405 
16777216 , 229.783012 
33554432 , 496.648994 
67108864 , 1002.381088 
2 , 0.460143 
4 , 0.566505 
8 , 0.603676 
16 , 0.719019 
32 , 0.862632 
64 , 0.960245 
128 , 1.104309 
256 , 1.140460 
512 , 1.288874 
1024 , 1.377636 
2048 , 1.382896 
4096 , 1.604942 
8192 , 1.737946 
16384 , 1.863509 
32768 , 1.993743 
65536 , 2.240259 
131072 , 2.750062 
262144 , 3.415831 
524288 , 4.586331 
1048576 , 6.995265 
2097152 , 25.297068 
4194304 , 53.787351 
8388608 , 115.273336 
16777216 , 230.159192 
33554432 , 489.588587 
67108864 , 1000.174730 
2 , 0.470232 
4 , 0.550775 
8 , 0.665918 
16 , 0.800051 
32 , 0.863183 
64 , 0.995906 
128 , 1.042018 
256 , 1.234903 
512 , 1.298615 
1024 , 1.426248 
2048 , 1.532590 
4096 , 1.658394 
8192 , 1.717286 
16384 , 1.936851 
32768 , 2.081035 
65536 , 2.332622 
131072 , 2.702902 
262144 , 3.493123 
524288 , 4.789656 
1048576 , 6.996305 
2097152 , 25.305818 
4194304 , 54.662985 
8388608 , 116.352154 
16777216 , 229.714920 
33554432 , 490.034779 
67108864 , 1010.270777 
2 , 0.450372 
4 , 0.509464 
8 , 0.664997 
16 , 0.660928 
32 , 0.840873 
64 , 0.934894 
128 , 1.043038 
256 , 1.116199 
512 , 1.251153 
1024 , 1.395007 
2048 , 1.555041 
4096 , 1.611063 
8192 , 1.779027 
16384 , 1.878610 
32768 , 2.215868 
65536 , 2.343212 
131072 , 2.734422 
262144 , 3.522853 
524288 , 4.745365 
1048576 , 7.129128 
2097152 , 25.359430 
4194304 , 52.984610 
8388608 , 118.593484 
16777216 , 229.171036 
33554432 , 495.972277 
67108864 , 1003.297605 
2 , 0.456542 
4 , 0.556255 
8 , 0.669077 
16 , 0.749350 
32 , 0.907494 
64 , 0.976816 
128 , 1.100419 
256 , 1.167291 
512 , 1.343866 
1024 , 1.397857 
2048 , 1.492230 
4096 , 1.614263 
8192 , 1.751367 
16384 , 1.916741 
32768 , 2.060215 
65536 , 2.332621 
131072 , 2.817055 
262144 , 3.461182 
524288 , 4.684734 
1048576 , 7.398596 
2097152 , 25.227729 
4194304 , 53.276953 
8388608 , 115.201736 
16777216 , 231.351587 
33554432 , 490.022399 
67108864 , 1004.822215 
2 , 0.464412 
4 , 0.529214 
8 , 0.676528 
16 , 0.754300 
32 , 0.896133 
64 , 0.991367 
128 , 1.074408 
256 , 1.173461 
512 , 1.306655 
1024 , 1.352626 
2048 , 1.519710 
4096 , 1.602983 
8192 , 1.704955 
16384 , 1.864459 
32768 , 2.106676 
65536 , 2.269880 
131072 , 2.741783 
262144 , 3.543444 
524288 , 4.838049 
1048576 , 7.282153 
2097152 , 25.124567 
4194304 , 54.072904 
8388608 , 115.856703 
16777216 , 226.577101 
33554432 , 494.564290 
67108864 , 1003.801739 
2 , 0.453982 
4 , 0.585546 
8 , 0.645177 
16 , 0.720549 
32 , 0.903854 
64 , 0.919145 
128 , 1.082829 
256 , 1.179762 
512 , 1.285644 
1024 , 1.381247 
2048 , 1.537730 
4096 , 1.623453 
8192 , 1.772958 
16384 , 2.034034 
32768 , 2.094686 
65536 , 2.275881 
131072 , 2.811265 
262144 , 3.526173 
524288 , 4.818407 
1048576 , 7.429737 
2097152 , 25.514557 
4194304 , 53.532480 
8388608 , 116.485390 
16777216 , 227.355542 
33554432 , 487.602186 
67108864 , 1003.409098 
2 , 0.456702 
4 , 0.662967 
8 , 0.682408 
16 , 0.797931 
32 , 0.823062 
64 , 0.972785 
128 , 1.123950 
256 , 1.195972 
512 , 1.292995 
1024 , 1.466629 
2048 , 1.494210 
4096 , 1.616783 
8192 , 1.758216 
16384 , 1.879180 
32768 , 2.022154 
65536 , 2.311812 
131072 , 2.728282 
262144 , 3.388640 
524288 , 4.872670 
1048576 , 7.551320 
2097152 , 25.297012 
4194304 , 54.073747 
8388608 , 116.026223 
16777216 , 231.953572 
33554432 , 495.827512 
67108864 , 1004.982189 
2 , 0.432461 
4 , 0.542974 
8 , 0.622367 
16 , 0.748090 
32 , 0.888324 
64 , 0.912594 
128 , 1.097739 
256 , 1.171711 
512 , 1.288144 
1024 , 1.435768 
2048 , 1.551322 
4096 , 1.667664 
8192 , 1.762497 
16384 , 1.901651 
32768 , 2.088945 
65536 , 2.286940 
131072 , 2.764004 
262144 , 3.543014 
524288 , 4.773617 
1048576 , 7.381076 
2097152 , 25.512127 
4194304 , 55.218057 
8388608 , 118.402036 
16777216 , 230.148765 
33554432 , 488.326644 
67108864 , 1014.829241 
2 , 0.429201 
4 , 0.528224 
8 , 0.649707 
16 , 0.782481 
32 , 0.852253 
64 , 0.921144 
128 , 1.134980 
256 , 1.202022 
512 , 1.230002 
1024 , 1.390186 
2048 , 1.520420 
4096 , 1.611003 
8192 , 1.716196 
16384 , 1.857640 
32768 , 2.028424 
65536 , 2.341802 
131072 , 2.746173 
262144 , 3.551315 
524288 , 4.895330 
1048576 , 7.242243 
2097152 , 25.512327 
4194304 , 54.029836 
8388608 , 114.629938 
16777216 , 231.412254 
33554432 , 490.660780 
67108864 , 1001.103988 
2 , 0.472062 
4 , 0.539154 
8 , 0.658737 
16 , 0.784781 
32 , 0.862233 
64 , 0.972716 
128 , 1.112809 
256 , 1.175321 
512 , 1.288534 
1024 , 1.384217 
2048 , 1.514571 
4096 , 1.599033 
8192 , 1.759096 
16384 , 1.866490 
32768 , 2.055185 
65536 , 2.337223 
131072 , 2.785374 
262144 , 3.578845 
524288 , 4.601023 
1048576 , 7.318015 
2097152 , 24.654588 
4194304 , 54.439652 
8388608 , 117.017541 
16777216 , 231.533587 
33554432 , 491.003309 
67108864 , 1007.331184 
2 , 0.461312 
4 , 0.488273 
8 , 0.657988 
16 , 0.761490 
32 , 0.853882 
64 , 0.986586 
128 , 1.091919 
256 , 1.213013 
512 , 1.284364 
1024 , 1.420138 
2048 , 1.443669 
4096 , 1.653434 
8192 , 1.751466 
16384 , 1.993023 
32768 , 2.110977 
65536 , 2.299661 
131072 , 2.816235 
262144 , 3.424891 
524288 , 5.055245 
1048576 , 7.534531 
2097152 , 25.228663 
4194304 , 53.604200 
8388608 , 114.648419 
16777216 , 230.286994 
33554432 , 495.864859 
67108864 , 1010.656493 
2 , 0.471703 
4 , 0.536624 
8 , 0.683729 
16 , 0.744830 
32 , 0.892214 
64 , 0.985336 
128 , 1.060958 
256 , 1.212262 
512 , 1.261173 
1024 , 1.412797 
2048 , 1.528101 
4096 , 1.625523 
8192 , 1.726776 
16384 , 1.902011 
32768 , 2.048765 
65536 , 2.295021 
131072 , 2.696632 
262144 , 3.314558 
524288 , 4.782297 
1048576 , 7.463699 
2097152 , 25.561080 
4194304 , 52.962499 
8388608 , 113.430408 
16777216 , 230.478362 
33554432 , 495.458052 
67108864 , 1005.459200 
2 , 0.567575 
4 , 0.533424 
8 , 0.701049 
16 , 0.696599 
32 , 0.817992 
64 , 1.006157 
128 , 1.012127 
256 , 1.196141 
512 , 1.342436 
1024 , 1.397668 
2048 , 1.486059 
4096 , 1.612543 
8192 , 1.732166 
16384 , 1.890191 
32768 , 2.071325 
65536 , 2.295881 
131072 , 2.725603 
262144 , 3.403660 
524288 , 4.519261 
1048576 , 7.017717 
2097152 , 25.196110 
4194304 , 53.298438 
8388608 , 115.394490 
16777216 , 228.104659 
33554432 , 493.815458 
67108864 , 1005.924903 
2 , 0.491353 
4 , 0.555305 
8 , 0.651987 
16 , 0.756580 
32 , 0.853682 
64 , 0.930315 
128 , 1.186291 
256 , 1.212482 
512 , 1.345686 
1024 , 1.419907 
2048 , 1.501960 
4096 , 1.636783 
8192 , 1.782177 
16384 , 1.923491 
32768 , 2.050344 
65536 , 2.286410 
131072 , 2.701862 
262144 , 3.536064 
524288 , 5.049774 
1048576 , 7.357986 
2097152 , 25.733865 
4194304 , 53.966816 
8388608 , 115.945094 
16777216 , 229.235518 
33554432 , 490.914031 
67108864 , 1004.266574 
2 , 0.459373 
4 , 0.606717 
8 , 0.663228 
16 , 0.770701 
32 , 0.878854 
64 , 0.953016 
128 , 1.110261 
256 , 1.213294 
512 , 1.320826 
1024 , 1.453500 
2048 , 1.443839 
4096 , 1.597644 
8192 , 1.726487 
16384 , 1.887992 
32768 , 2.073916 
65536 , 2.303892 
131072 , 2.747475 
262144 , 3.498035 
524288 , 4.726579 
1048576 , 6.981121 
2097152 , 24.809637 
4194304 , 53.646046 
8388608 , 116.712708 
16777216 , 228.297286 
33554432 , 490.989692 
67108864 , 1016.635771 
2 , 0.434552 
4 , 0.522274 
8 , 0.672359 
16 , 0.762661 
32 , 0.811582 
64 , 0.981207 
128 , 1.117270 
256 , 1.186872 
512 , 1.306976 
1024 , 1.425989 
2048 , 1.525652 
4096 , 1.602754 
8192 , 1.752598 
16384 , 1.945293 
32768 , 2.029805 
65536 , 2.244031 
131072 , 2.742135 
262144 , 3.473795 
524288 , 4.891584 
1048576 , 7.670790 
2097152 , 25.142927 
4194304 , 52.767471 
8388608 , 117.684115 
16777216 , 232.161142 
33554432 , 490.572281 
67108864 , 1010.336669 
2 , 0.477493 
4 , 0.556055 
8 , 0.605507 
16 , 0.753271 
32 , 0.873794 
64 , 0.998718 
128 , 1.118921 
256 , 1.197403 
512 , 1.292305 
1024 , 1.394228 
2048 , 1.508271 
4096 , 1.573803 
8192 , 1.730698 
16384 , 1.876711 
32768 , 2.087337 
65536 , 2.279282 
131072 , 2.840227 
262144 , 3.542447 
524288 , 4.624366 
1048576 , 7.535646 
2097152 , 25.973950 
4194304 , 53.543843 
8388608 , 116.850275 
16777216 , 230.490355 
33554432 , 496.155404 
67108864 , 1012.547920 
2 , 0.500133 
4 , 0.547294 
8 , 0.686678 
16 , 0.766060 
32 , 0.877223 
64 , 0.997856 
128 , 1.076919 
256 , 1.232943 
512 , 1.325336 
1024 , 1.421948 
2048 , 1.528881 
4096 , 1.609503 
8192 , 1.706616 
16384 , 1.874550 
32768 , 2.098886 
65536 , 2.276631 
131072 , 2.730953 
262144 , 3.549444 
524288 , 4.673324 
1048576 , 7.330515 
2097152 , 25.169071 
4194304 , 54.043501 
8388608 , 115.276334 
16777216 , 231.395020 
33554432 , 498.088462 
67108864 , 1004.866736 
2 , 0.452452 
4 , 0.513214 
8 , 0.639167 
16 , 0.773911 
32 , 0.908974 
64 , 0.970936 
128 , 1.135710 
256 , 1.233053 
512 , 1.282554 
1024 , 1.429539 
2048 , 1.452719 
4096 , 1.595992 
8192 , 1.725796 
16384 , 1.920952 
32768 , 2.080765 
65536 , 2.294821 
131072 , 2.705332 
262144 , 3.450242 
524288 , 4.824258 
1048576 , 7.972993 
2097152 , 24.815771 
4194304 , 54.373650 
8388608 , 115.727036 
16777216 , 232.300484 
33554432 , 489.827541 
67108864 , 1002.357538 
2 , 0.480663 
4 , 0.460972 
8 , 0.674708 
16 , 0.763190 
32 , 0.837833 
64 , 1.028578 
128 , 1.090879 
256 , 1.231092 
512 , 1.313345 
1024 , 1.394498 
2048 , 1.542681 
4096 , 1.592483 
8192 , 1.768807 
16384 , 1.997803 
32768 , 2.061845 
65536 , 2.309511 
131072 , 2.712353 
262144 , 3.545705 
524288 , 4.950842 
1048576 , 7.265314 
2097152 , 25.642004 
4194304 , 53.282700 
8388608 , 114.986276 
16777216 , 232.423886 
33554432 , 489.331700 
67108864 , 1000.976165 
2 , 0.453942 
4 , 0.559425 
8 , 0.667468 
16 , 0.730550 
32 , 0.844422 
64 , 0.980367 
128 , 1.121590 
256 , 1.144651 
512 , 1.328896 
1024 , 1.376287 
2048 , 1.531871 
4096 , 1.658804 
8192 , 1.764317 
16384 , 1.872760 
32768 , 2.066205 
65536 , 2.333462 
131072 , 2.714002 
262144 , 3.424661 
524288 , 4.723126 
1048576 , 7.166511 
2097152 , 25.277413 
4194304 , 53.664800 
8388608 , 115.624012 
16777216 , 233.744839 
33554432 , 486.245427 
67108864 , 999.214097 
2 , 0.506763 
4 , 0.523094 
8 , 0.616266 
16 , 0.760340 
32 , 0.892824 
64 , 0.961096 
128 , 1.072589 
256 , 1.230443 
512 , 1.219653 
1024 , 1.402368 
2048 , 1.479560 
4096 , 1.630943 
8192 , 1.716986 
16384 , 1.881940 
32768 , 2.041834 
65536 , 2.280470 
131072 , 2.717542 
262144 , 3.446901 
524288 , 4.538731 
1048576 , 6.992066 
2097152 , 24.640897 
4194304 , 53.000692 
8388608 , 115.518499 
16777216 , 229.396493 
33554432 , 491.477157 
67108864 , 998.874998 
2 , 0.441592 
4 , 0.561545 
8 , 0.688248 
16 , 0.753560 
32 , 0.850603 
64 , 0.991787 
128 , 1.092579 
256 , 1.182671 
512 , 1.284054 
1024 , 1.400287 
2048 , 1.467439 
4096 , 1.575573 
8192 , 1.761947 
16384 , 1.888160 
32768 , 2.038344 
65536 , 2.245829 
131072 , 2.704903 
262144 , 3.355390 
524288 , 4.767848 
1048576 , 7.003117 
2097152 , 25.720076 
4194304 , 52.759448 
8388608 , 115.902165 
16777216 , 231.929022 
33554432 , 491.316788 
67108864 , 1005.734523 
2 , 0.458152 
4 , 0.541484 
8 , 0.615306 
16 , 0.717559 
32 , 0.894174 
64 , 0.958086 
128 , 1.044287 
256 , 1.139940 
512 , 1.320965 
1024 , 1.374997 
2048 , 1.527630 
4096 , 1.627244 
8192 , 1.794498 
16384 , 1.863540 
32768 , 2.092556 
65536 , 2.295021 
131072 , 2.718882 
262144 , 3.471072 
524288 , 5.040385 
1048576 , 7.329045 
2097152 , 25.737947 
4194304 , 53.223741 
8388608 , 115.259837 
16777216 , 235.152448 
33554432 , 495.667514 
67108864 , 1006.207036 
2 , 0.451292 
4 , 0.538044 
8 , 0.646718 
16 , 0.737320 
32 , 0.877693 
64 , 1.002707 
128 , 1.070979 
256 , 1.161791 
512 , 1.347616 
1024 , 1.461089 
2048 , 1.522091 
4096 , 1.653184 
8192 , 1.734807 
16384 , 1.889081 
32768 , 2.064025 
65536 , 2.208819 
131072 , 2.688942 
262144 , 3.562095 
524288 , 4.713506 
1048576 , 7.197293 
2097152 , 24.392621 
4194304 , 53.532989 
8388608 , 114.734374 
16777216 , 229.928579 
33554432 , 496.211678 
67108864 , 1010.422256 
2 , 0.467463 
4 , 0.541574 
8 , 0.739249 
16 , 0.762850 
32 , 0.971056 
64 , 0.962175 
128 , 1.037448 
256 , 1.168251 
512 , 1.299394 
1024 , 1.421518 
2048 , 1.508880 
4096 , 1.629993 
8192 , 1.749247 
16384 , 1.784907 
32768 , 2.076185 
65536 , 2.384513 
131072 , 2.798654 
262144 , 3.576925 
524288 , 5.094606 
1048576 , 7.333685 
2097152 , 24.836811 
4194304 , 54.535523 
8388608 , 114.255145 
16777216 , 227.462722 
33554432 , 491.150861 
67108864 , 1002.658114 
2 , 0.449182 
4 , 0.675308 
8 , 0.660278 
16 , 0.757820 
32 , 0.903154 
64 , 0.992736 
128 , 1.181751 
256 , 1.228143 
512 , 1.291175 
1024 , 1.387897 
2048 , 1.538391 
4096 , 1.613773 
8192 , 1.765597 
16384 , 1.865260 
32768 , 1.993703 
65536 , 2.226869 
131072 , 2.712942 
262144 , 3.456282 
524288 , 4.709575 
1048576 , 7.268724 
2097152 , 25.822119 
4194304 , 53.781563 
8388608 , 112.786766 
16777216 , 227.008851 
33554432 , 489.651811 
67108864 , 1009.711022 
2 , 0.471843 
4 , 0.565545 
8 , 0.654158 
16 , 0.767461 
32 , 0.891834 
64 , 0.973696 
128 , 1.109650 
256 , 1.193301 
512 , 1.326985 
1024 , 1.388457 
2048 , 1.534341 
4096 , 1.618813 
8192 , 1.762767 
16384 , 1.819129 
32768 , 2.074146 
65536 , 2.200608 
131072 , 2.694311 
262144 , 3.502523 
524288 , 4.521510 
1048576 , 7.359376 
2097152 , 26.120257 
4194304 , 53.823245 
8388608 , 115.026765 
16777216 , 228.123331 
33554432 , 495.636600 
67108864 , 1013.741453 
2 , 0.455833 
4 , 0.554735 
8 , 0.662027 
16 , 0.787032 
32 , 0.908415 
64 , 0.997677 
128 , 0.937695 
256 , 1.190361 
512 , 1.268364 
1024 , 1.445379 
2048 , 1.566021 
4096 , 1.709265 
8192 , 1.754747 
16384 , 1.939421 
32768 , 2.075156 
65536 , 2.327733 
131072 , 2.729003 
262144 , 3.447422 
524288 , 4.700496 
1048576 , 6.989606 
2097152 , 24.955447 
4194304 , 53.129480 
8388608 , 115.393683 
16777216 , 230.658142 
33554432 , 502.186616 
67108864 , 1009.305654 
2 , 0.436281 
4 , 0.550155 
8 , 0.633437 
16 , 0.755730 
32 , 0.799381 
64 , 1.006687 
128 , 1.083069 
256 , 1.194562 
512 , 1.242583 
1024 , 1.351946 
2048 , 1.548961 
4096 , 1.572032 
8192 , 1.759187 
16384 , 1.923872 
32768 , 2.097466 
65536 , 2.339992 
131072 , 2.771344 
262144 , 3.398361 
524288 , 4.594323 
1048576 , 7.622373 
2097152 , 25.680476 
4194304 , 53.797458 
8388608 , 115.724752 
16777216 , 228.103864 
33554432 , 498.534348 
67108864 , 1017.148204 
2 , 0.582066 
4 , 0.573785 
8 , 0.670158 
