Size, Time
2048,0.121856
4096,0.103424
8192,0.36864
16384,0.121856
32768,0.089856
65536,0.100288
131072,0.176448
262144,0.129824
524288,0.133536
1048576,0.153568
2097152,0.17072
4194304,0.22656
8388608,0.307232
16777216,0.4936
33554432,0.83648
67108864,1.50602
2,0.129024
4,0.131072
8,0.157696
16,0.134144
32,0.155648
64,0.152576
128,0.151552
256,0.167936
512,0.145408
1024,0.125952
2048,0.110592
4096,0.123904
8192,0.428032
16384,0.04608
32768,0.127968
65536,0.1992
131072,0.149472
262144,0.1328
524288,0.146816
1048576,0.158912
2097152,0.164832
4194304,0.215616
8388608,0.315456
16777216,0.493632
33554432,0.827744
67108864,1.55597
2,0.418816
4,0.157696
8,0.129024
16,0.173056
32,0.150528
64,0.132096
128,0.123904
256,0.149504
512,0.130048
1024,0.118784
2048,0.110592
4096,0.131072
8192,0.126976
16384,0.09728
32768,0.172128
65536,0.178624
131072,0.152
262144,0.13008
524288,0.151424
1048576,0.157312
2097152,0.156864
4194304,0.21568
8388608,0.323488
16777216,0.514304
33554432,0.836384
67108864,1.51286
2,0.068672
4,0.155648
8,0.136192
16,0.146432
32,0.1536
64,0.160768
128,0.136192
256,0.161792
512,0.131072
1024,0.043008
2048,0.365568
4096,0.367616
8192,0.106496
16384,0.362496
32768,0.2
65536,0.089056
131072,0.088192
262144,0.134496
524288,0.14272
1048576,0.158176
2097152,0.151104
4194304,0.208224
8388608,0.33328
16777216,0.486816
33554432,0.858432
67108864,1.53392
2,0.137216
4,0.131072
8,0.126944
16,0.155648
32,0.14336
64,0.161792
128,0.16896
256,0.147392
512,0.155648
1024,0.1536
2048,0.130048
4096,0.22528
8192,0.12288
16384,0.099328
32768,0.11088
65536,0.11008
131072,0.169792
262144,0.136608
524288,0.13616
1048576,0.167744
2097152,0.15472
4194304,0.211488
8388608,0.3464
16777216,0.480608
33554432,0.821184
67108864,1.50496
2,0.132096
4,0.123904
8,0.149504
16,0.144384
32,0.166912
64,0.141312
128,0.139264
256,0.150528
512,0.128
1024,0.1024
2048,0.11776
4096,0.118784
8192,0.125952
16384,0.041984
32768,0.10096
65536,0.17056
131072,0.151264
262144,0.131424
524288,0.138304
1048576,0.163648
2097152,0.173152
4194304,0.23136
8388608,0.328448
16777216,0.494816
33554432,0.82432
67108864,1.55699
2,0.13312
4,0.136192
8,0.14128
16,0.166912
32,0.14544
64,0.16384
128,0.135168
256,0.155616
512,0.134144
1024,0.10752
2048,0.11776
4096,0.101376
8192,0.091136
16384,0.115712
32768,0.341824
65536,0.098848
131072,0.160128
262144,0.1256
524288,0.141632
1048576,0.154464
2097152,0.15648
4194304,0.21728
8388608,0.3168
16777216,0.475232
33554432,0.830048
67108864,1.53629
2,0.118784
4,0.13312
8,0.126976
16,0.118784
32,0.159744
64,0.134144
128,0.137216
256,0.132096
512,0.135168
1024,0.132096
2048,0.111616
4096,0.1024
8192,0.109568
16384,0.186368
32768,0.098304
65536,0.196832
131072,0.175328
262144,0.140288
524288,0.140992
1048576,0.156928
2097152,0.151648
4194304,0.211744
8388608,0.324
16777216,0.4944
33554432,0.822624
67108864,1.5535
2,0.144384
4,0.134144
8,0.152576
16,0.152576
32,0.139264
64,0.150528
128,0.13312
256,0.154624
512,0.151552
1024,0.119808
2048,0.136192
4096,0.114688
8192,0.094208
16384,0.109568
32768,0.171488
65536,0.08672
131072,0.067776
262144,0.132576
524288,0.146944
1048576,0.168384
2097152,0.15536
4194304,0.210816
8388608,0.326304
16777216,0.480448
33554432,0.861632
67108864,1.5079
2,0.12288
4,0.159744
8,0.136192
16,0.156608
32,0.106496
64,0.14544
128,0.177184
256,0.14848
512,0.151552
1024,0.126976
2048,0.377856
4096,0.115712
8192,0.093184
16384,0.034816
32768,0.099648
65536,0.163744
131072,0.16768
262144,0.13472
524288,0.133088
1048576,0.159584
2097152,0.153088
4194304,0.205888
8388608,0.31264
16777216,0.485952
33554432,0.828768
67108864,1.53741
2,0.131072
4,0.153632
8,0.137216
16,0.14336
32,0.130048
64,0.132096
128,0.14848
256,0.130048
512,0.180224
1024,0.132096
2048,0.120832
4096,0.258048
8192,0.119808
16384,0.1024
32768,0.086592
65536,0.168064
131072,0.06528
262144,0.134208
524288,0.13104
1048576,0.170976
2097152,0.157184
4194304,0.213408
8388608,0.324032
16777216,0.488832
33554432,0.843072
67108864,1.52646
2,0.13312
4,0.126976
8,0.124928
16,0.145408
32,0.13824
64,0.149504
128,0.149504
256,0.111616
512,0.165888
1024,0.125952
2048,0.1536
4096,0.128
8192,0.114688
16384,0.11776
32768,0.099328
65536,0.17024
131072,0.094016
262144,0.138368
524288,0.138624
1048576,0.152736
2097152,0.149792
4194304,0.237664
8388608,0.322528
16777216,0.52224
33554432,0.829856
67108864,1.51008
2,0.103424
4,0.13312
8,0.130048
16,0.150528
32,0.159744
64,0.182272
128,0.154624
256,0.154624
512,0.131104
1024,0.115648
2048,0.181248
4096,0.094208
8192,0.187392
16384,0.096256
32768,0.101504
65536,0.081504
131072,0.147328
262144,0.137984
524288,0.137824
1048576,0.157664
2097152,0.158272
4194304,0.249888
8388608,0.306208
16777216,0.479232
33554432,0.828992
67108864,1.54576
2,0.131072
4,0.155648
8,0.135168
16,0.13312
32,0.142336
64,0.134144
128,0.10752
256,0.141312
512,0.157696
1024,0.129024
2048,0.32768
4096,0.21504
8192,0.106496
16384,0.186368
32768,0.157856
65536,0.093664
131072,0.249536
262144,0.148064
524288,0.13856
1048576,0.154624
2097152,0.15488
4194304,0.213344
8388608,0.305632
16777216,0.48048
33554432,0.832064
67108864,1.51328
2,0.057344
4,0.129024
8,0.150528
16,0.119808
32,0.130048
64,0.1536
128,0.149504
256,0.152576
512,0.183296
1024,0.112608
2048,0.106496
4096,0.191488
8192,0.187392
16384,0.099328
32768,0.101856
65536,0.208128
131072,0.16016
262144,0.133792
524288,0.152192
1048576,0.15792
2097152,0.155904
4194304,0.211872
8388608,0.310528
16777216,0.48208
33554432,0.818464
67108864,1.5528
2,0.130048
4,0.11264
8,0.139264
16,0.137216
32,0.106496
64,0.154624
128,0.146464
256,0.152576
512,0.135168
1024,0.10752
2048,0.181248
4096,0.131072
8192,0.110592
16384,0.091136
32768,0.091712
65536,0.089824
131072,0.153536
262144,0.134464
524288,0.13664
1048576,0.155136
2097152,0.148544
4194304,0.213312
8388608,0.321088
16777216,0.478976
33554432,0.814592
67108864,1.51757
2,0.03792
4,0.126016
8,0.14336
16,0.133088
32,0.129024
64,0.130048
128,0.132096
256,0.140288
512,0.176128
1024,0.104448
2048,0.136192
4096,0.10752
8192,0.094208
16384,0.095232
32768,0.170944
65536,0.0856
131072,0.15168
262144,0.125056
524288,0.136672
1048576,0.1632
2097152,0.153408
4194304,0.241248
8388608,0.375808
16777216,0.486784
33554432,0.830144
67108864,1.53078
2,0.208896
4,0.154624
8,0.139264
16,0.130048
32,0.176128
64,0.180224
128,0.10752
256,0.15872
512,0.150528
1024,0.36864
2048,0.124896
4096,0.041984
8192,0.096256
16384,0.099328
32768,0.087168
65536,0.077632
131072,0.148768
262144,0.126112
524288,0.138656
1048576,0.161376
2097152,0.1624
4194304,0.242272
8388608,0.30544
16777216,0.48528
33554432,0.836064
67108864,1.51037
2,0.125952
4,0.15664
8,0.12288
16,0.10752
32,0.132096
64,0.145344
128,0.181248
256,0.145408
512,0.14848
1024,0.136192
2048,0.17408
4096,0.106496
8192,0.115712
16384,0.052224
32768,0.089792
65536,0.089824
131072,0.177408
262144,0.14544
524288,0.145632
1048576,0.161824
2097152,0.148608
4194304,0.22016
8388608,0.323648
16777216,0.511776
33554432,0.840608
67108864,1.49696
2,0.131072
4,0.136192
8,0.106496
16,0.155648
32,0.131072
64,0.15872
128,0.14848
256,0.182272
512,0.100352
1024,0.180224
2048,0.043008
4096,0.311296
8192,0.10752
16384,0.185344
32768,0.365952
65536,0.180832
131072,0.07056
262144,0.124704
524288,0.144096
1048576,0.164096
2097152,0.156192
4194304,0.21088
8388608,0.320608
16777216,0.489344
33554432,0.829632
67108864,1.50445
2,0.124928
4,0.132096
8,0.123904
16,0.150528
32,0.145408
64,0.157696
128,0.135168
256,0.162816
512,0.160768
1024,0.197632
2048,0.115712
4096,0.280576
8192,0.100352
16384,0.095232
32768,0.090752
65536,0.18272
131072,0.148576
262144,0.129216
524288,0.138144
1048576,0.156576
2097152,0.162528
4194304,0.214976
8388608,0.32432
16777216,0.490144
33554432,0.820256
67108864,1.50426
2,0.135168
4,0.130048
8,0.125952
16,0.151552
32,0.171008
64,0.152576
128,0.13312
256,0.155648
512,0.166912
1024,0.108544
2048,0.116736
4096,0.144384
8192,0.09728
16384,0.098304
32768,0.08608
65536,0.183648
131072,0.19824
262144,0.134048
524288,0.141824
1048576,0.160896
2097152,0.175552
4194304,0.235776
8388608,0.327744
16777216,0.492032
33554432,0.830464
67108864,1.51776
2,0.149504
4,0.129024
8,0.132096
16,0.131072
32,0.161792
64,0.14336
128,0.134144
256,0.136192
512,0.144384
1024,0.110592
2048,0.139264
4096,0.297984
8192,0.104448
16384,0.09728
32768,0.099552
65536,0.12512
131072,0.161568
262144,0.12416
524288,0.136096
1048576,0.156864
2097152,0.156512
4194304,0.202752
8388608,0.331008
16777216,0.484736
33554432,0.82432
67108864,1.50461
2,0.136192
4,0.14336
8,0.130048
16,0.151616
32,0.128
64,0.132096
128,0.157696
256,0.13824
512,0.183296
1024,0.105472
2048,0.119808
4096,0.187392
8192,0.15872
16384,0.100352
32768,0.096576
65536,0.086272
131072,0.169216
262144,0.136096
524288,0.161792
1048576,0.17424
2097152,0.14864
4194304,0.21024
8388608,0.324704
16777216,0.47488
33554432,0.846016
67108864,1.50003
2,0.443392
4,0.137216
8,0.137216
16,0.118848
32,0.181248
64,0.137216
128,0.157696
256,0.150528
512,0.167936
1024,0.109568
2048,0.398368
4096,0.1136
8192,0.173056
16384,0.185344
32768,0.224928
65536,0.088608
131072,0.15472
262144,0.12928
524288,0.132672
1048576,0.163264
2097152,0.161568
4194304,0.240384
8388608,0.314336
16777216,0.475104
33554432,0.812928
67108864,1.5095
2,0.132096
4,0.123936
8,0.130048
16,0.137216
32,0.144384
64,0.136224
128,0.155648
256,0.14848
512,0.155648
1024,0.113664
2048,0.05632
4096,0.121856
8192,0.130048
16384,0.124928
32768,0.089024
65536,0.1784
131072,0.06624
262144,0.132704
524288,0.141248
1048576,0.1584
2097152,0.156704
4194304,0.208224
8388608,0.3112
16777216,0.482784
33554432,0.842912
67108864,1.51491
2,0.130016
4,0.14848
8,0.137216
16,0.126976
32,0.150528
64,0.141312
128,0.144384
256,0.144384
512,0.127008
1024,0.111616
2048,0.124928
4096,0.099328
8192,0.11264
16384,0.096256
32768,0.088864
65536,0.209856
131072,0.15456
262144,0.082464
524288,0.135488
1048576,0.157472
2097152,0.170048
4194304,0.2296
8388608,0.318016
16777216,0.482656
33554432,0.829888
67108864,1.5145
2,0.123904
4,0.131072
8,0.135168
16,0.155648
32,0.155648
64,0.115712
128,0.162816
256,0.13824
512,0.173056
1024,0.120832
2048,0.137216
4096,0.131072
8192,0.434176
16384,0.044032
32768,0.086016
65536,0.0824
131072,0.15072
262144,0.13472
524288,0.134432
1048576,0.16192
2097152,0.164384
4194304,0.235136
8388608,0.317184
16777216,0.52464
33554432,0.83088
67108864,1.51027
2,0.297984
4,0.128
8,0.130048
16,0.130048
32,0.15968
64,0.124928
128,0.128
256,0.112672
512,0.128
1024,0.115712
2048,0.123904
4096,0.367616
8192,0.106496
16384,0.187392
32768,0.095904
65536,0.089728
131072,0.071744
262144,0.13024
524288,0.142528
1048576,0.154944
2097152,0.14928
4194304,0.223968
8388608,0.31088
16777216,0.526528
33554432,0.84144
67108864,1.50064
2,0.1536
4,0.162784
8,0.145408
16,0.166912
32,0.159744
64,0.140288
128,0.1536
256,0.172032
512,0.13824
1024,0.129024
2048,0.149504
4096,0.11776
8192,0.286784
16384,0.09216
32768,0.102272
65536,0.323872
131072,0.15344
262144,0.130656
524288,0.14096
1048576,0.160064
2097152,0.156704
4194304,0.245888
8388608,0.317952
16777216,0.496864
33554432,0.833952
67108864,1.50394
2,0.145472
4,0.134144
8,0.132096
16,0.131072
32,0.129024
64,0.119776
128,0.134144
256,0.152576
512,0.130048
1024,0.111616
2048,0.047104
4096,0.36352
8192,0.413696
16384,0.098304
32768,0.34848
65536,0.079904
131072,0.153152
262144,0.125056
524288,0.136608
1048576,0.157824
2097152,0.15264
4194304,0.240928
8388608,0.314432
16777216,0.485248
33554432,0.825408
67108864,1.51328
2,0.133184
4,0.161792
8,0.13312
16,0.156672
32,0.142336
64,0.13824
128,0.164864
256,0.157696
512,0.169984
1024,0.16592
2048,0.113664
4096,0.120832
8192,0.155648
16384,0.162816
32768,0.087328
65536,0.080576
131072,0.17728
262144,0.136128
524288,0.145888
1048576,0.15456
2097152,0.157376
4194304,0.217504
8388608,0.327776
16777216,0.478336
33554432,0.834496
67108864,1.52227
2,0.129984
4,0.125952
8,0.128
16,0.151552
32,0.1536
64,0.155648
128,0.172032
256,0.14336
512,0.115712
1024,0.123904
2048,0.045056
4096,0.125952
8192,0.100352
16384,0.100352
32768,0.352672
65536,0.0792
131072,0.091232
262144,0.0488
524288,0.136544
1048576,0.159936
2097152,0.1576
4194304,0.220256
8388608,0.326784
16777216,0.479456
33554432,0.826816
67108864,1.54931
2,0.04608
4,0.128
8,0.120832
16,0.155648
32,0.150496
64,0.129024
128,0.156672
256,0.13312
512,0.150528
1024,0.114688
2048,0.13312
4096,0.14848
8192,0.187392
16384,0.119808
32768,0.12
65536,0.0872
131072,0.1472
262144,0.13504
524288,0.153536
1048576,0.173376
2097152,0.183776
4194304,0.233504
8388608,0.328928
16777216,0.48736
33554432,0.830272
67108864,1.51034
2,0.116736
4,0.152576
8,0.13312
16,0.15872
32,0.106496
64,0.16384
128,0.152576
256,0.13824
512,0.132096
1024,0.134176
2048,0.11776
4096,0.093184
8192,0.134144
16384,0.134144
32768,0.111296
65536,0.085824
131072,0.145824
262144,0.131776
524288,0.141696
1048576,0.161984
2097152,0.154816
4194304,0.235104
8388608,0.342912
16777216,0.510208
33554432,0.819488
67108864,1.53994
2,0.123904
4,0.1536
8,0.132064
16,0.13312
32,0.156672
64,0.14848
128,0.144384
256,0.132096
512,0.130048
1024,0.144384
2048,0.275456
4096,0.140288
8192,0.10752
16384,0.106496
32768,0.088416
65536,0.164928
131072,0.148128
262144,0.125024
524288,0.151584
1048576,0.156512
2097152,0.145856
4194304,0.217408
8388608,0.31792
16777216,0.490272
33554432,0.830176
67108864,1.51779
2,0.169984
4,0.1536
8,0.155648
16,0.124928
32,0.105472
64,0.137216
128,0.149504
256,0.131072
512,0.173056
1024,0.134144
2048,0.166912
4096,0.131072
8192,0.104448
16384,0.123904
32768,0.116736
65536,0.093824
131072,0.080448
262144,0.061408
524288,0.061344
1048576,0.067584
2097152,0.091808
4194304,0.185184
8388608,0.284512
16777216,0.431584
33554432,0.77712
67108864,1.47731
2,0.156672
4,0.129024
8,0.182272
16,0.152576
32,0.1536
64,0.166912
128,0.171008
256,0.139264
512,0.174176
1024,0.149504
2048,0.172032
4096,0.121856
8192,0.134144
16384,0.114688
32768,0.108864
65536,0.09376
131072,0.096992
262144,0.053024
524288,0.057696
1048576,0.068672
2097152,0.112704
4194304,0.181504
8388608,0.256832
16777216,0.450816
33554432,0.789952
67108864,1.47027
2,0.10752
4,0.150528
8,0.16384
16,0.140288
32,0.157696
64,0.147584
128,0.157696
256,0.131072
512,0.154624
1024,0.132096
2048,0.139264
4096,0.150528
8192,0.136192
16384,0.111616
32768,0.133824
65536,0.107136
131072,0.077312
262144,0.079552
524288,0.062464
1048576,0.064512
2097152,0.099136
4194304,0.15744
8388608,0.27936
16777216,0.459648
33554432,0.788576
67108864,1.49219
2,0.132096
4,0.14336
8,0.125952
16,0.1536
32,0.126976
64,0.164864
128,0.1528
256,0.106496
512,0.17408
1024,0.126976
2048,0.164864
4096,0.10752
8192,0.109568
16384,0.108544
32768,0.108384
65536,0.09984
131072,0.080192
262144,0.053856
524288,0.055424
1048576,0.0888
2097152,0.091936
4194304,0.153472
8388608,0.280192
16777216,0.449952
33554432,0.764288
67108864,1.50243
2,0.166912
4,0.14848
8,0.156672
16,0.127008
32,0.132064
64,0.1384
128,0.157696
256,0.14432
512,0.114688
1024,0.13824
2048,0.157856
4096,0.127968
8192,0.131072
16384,0.114688
32768,0.136352
65536,0.127936
131072,0.090624
262144,0.058816
524288,0.078528
1048576,0.0672
2097152,0.093952
4194304,0.18112
8388608,0.293344
16777216,0.446464
33554432,0.792192
67108864,1.46688
2,0.177152
4,0.151648
8,0.164864
16,0.125952
32,0.125952
64,0.16384
128,0.15872
256,0.154624
512,0.139264
1024,0.130048
2048,0.131072
4096,0.132192
8192,0.150528
16384,0.123904
32768,0.109056
65536,0.120832
131072,0.086112
262144,0.053312
524288,0.060928
1048576,0.064832
2097152,0.092
4194304,0.159456
8388608,0.300128
16777216,0.4344
33554432,0.793504
67108864,1.49203
2,0.166912
4,0.13296
8,0.137216
16,0.164032
32,0.154624
64,0.13824
128,0.154624
256,0.152576
512,0.161792
1024,0.15872
2048,0.13312
4096,0.10752
8192,0.11264
16384,0.14848
32768,0.117248
65536,0.10208
131072,0.09216
262144,0.052064
524288,0.058368
1048576,0.061792
2097152,0.092768
4194304,0.16528
8388608,0.283488
16777216,0.443104
33554432,0.785376
67108864,1.47667
2,0.142336
4,0.128
8,0.1536
16,0.132064
32,0.14944
64,0.137216
128,0.129024
256,0.131072
512,0.15872
1024,0.138272
2048,0.16384
4096,0.11264
8192,0.13312
16384,0.121856
32768,0.114752
65536,0.09424
131072,0.114624
262144,0.06208
524288,0.064384
1048576,0.068896
2097152,0.091328
4194304,0.163328
8388608,0.29552
16777216,0.463808
33554432,0.798304
67108864,1.4593
2,0.143392
4,0.110592
8,0.179232
16,0.109504
32,0.173216
64,0.13312
128,0.132096
256,0.149504
512,0.142336
1024,0.154624
2048,0.126976
4096,0.109568
8192,0.131136
16384,0.14336
32768,0.110432
65536,0.104192
131072,0.089024
262144,0.063936
524288,0.058144
1048576,0.064576
2097152,0.102784
4194304,0.172672
8388608,0.299648
16777216,0.473248
33554432,0.789824
67108864,1.49418
2,0.152576
4,0.145408
8,0.135168
16,0.152576
32,0.155648
64,0.149504
128,0.125952
256,0.145568
512,0.173888
1024,0.154624
2048,0.180224
4096,0.111552
8192,0.114688
16384,0.109568
32768,0.113504
65536,0.098112
131072,0.08208
262144,0.058944
524288,0.060544
1048576,0.06912
2097152,0.093248
4194304,0.175648
8388608,0.296192
16777216,0.42272
33554432,0.798464
67108864,1.51069
2,0.108544
4,0.153376
8,0.134144
16,0.14848
32,0.146432
64,0.165888
128,0.157696
256,0.165888
512,0.164864
1024,0.132
2048,0.152576
4096,0.156672
8192,0.133056
16384,0.107456
32768,0.106208
65536,0.105408
131072,0.076928
262144,0.05488
524288,0.052576
1048576,0.064416
2097152,0.098496
4194304,0.216896
8388608,0.271552
16777216,0.4392
33554432,0.778624
67108864,1.47059
2,0.162816
4,0.118784
8,0.131072
16,0.130048
32,0.131072
64,0.120832
128,0.1536
256,0.125952
512,0.150528
1024,0.14848
2048,0.157696
4096,0.132096
8192,0.13824
16384,0.111616
32768,0.10288
65536,0.094912
131072,0.079936
262144,0.054816
524288,0.085632
1048576,0.067776
2097152,0.096544
4194304,0.170944
8388608,0.257472
16777216,0.434176
33554432,0.76768
67108864,1.46211
2,0.132096
4,0.150528
8,0.13616
16,0.156672
32,0.181248
64,0.161792
128,0.159744
256,0.130048
512,0.164864
1024,0.13312
2048,0.136192
4096,0.163936
8192,0.155648
16384,0.110592
32768,0.101312
65536,0.092352
131072,0.077408
262144,0.056256
524288,0.063584
1048576,0.06832
2097152,0.094848
4194304,0.143392
8388608,0.247744
16777216,0.432672
33554432,0.776192
67108864,1.43952
2,0.155648
4,0.177152
8,0.151552
16,0.16384
32,0.154624
64,0.152576
128,0.129024
256,0.161792
512,0.147456
1024,0.13312
2048,0.161792
4096,0.1024
8192,0.116736
16384,0.11776
32768,0.103488
65536,0.12672
131072,0.074272
262144,0.054368
524288,0.062336
1048576,0.060416
2097152,0.088864
4194304,0.17184
8388608,0.282496
16777216,0.429984
33554432,0.76976
67108864,1.45478
2,0.159744
4,0.16384
8,0.157696
16,0.12288
32,0.166912
64,0.1536
128,0.135168
256,0.175104
512,0.185344
1024,0.125952
2048,0.128
4096,0.154624
8192,0.110592
16384,0.105472
32768,0.129216
65536,0.122944
131072,0.084224
262144,0.05328
524288,0.065888
1048576,0.081696
2097152,0.095264
4194304,0.161376
8388608,0.253344
16777216,0.454912
33554432,0.767616
67108864,1.47923
2,0.129024
4,0.15872
8,0.149504
16,0.15872
32,0.175104
64,0.1648
128,0.147456
256,0.1536
512,0.132096
1024,0.157696
2048,0.151488
4096,0.108544
8192,0.111616
16384,0.105472
32768,0.110368
65536,0.09312
131072,0.082944
262144,0.062496
524288,0.056608
1048576,0.069376
2097152,0.095552
4194304,0.205152
8388608,0.438752
16777216,0.447072
33554432,0.8064
67108864,1.46051
2,0.132096
4,0.129024
8,0.171008
16,0.13312
32,0.136192
64,0.15872
128,0.132096
256,0.135168
512,0.13824
1024,0.156736
2048,0.16176
4096,0.137216
8192,0.11776
16384,0.113664
32768,0.11984
65536,0.125472
131072,0.081248
262144,0.052256
524288,0.064
1048576,0.071488
2097152,0.103808
4194304,0.169376
8388608,0.309056
16777216,0.461664
33554432,0.801088
67108864,1.49968
2,0.136192
4,0.152544
8,0.155648
16,0.136192
32,0.13824
64,0.130048
128,0.152576
256,0.130976
512,0.154592
1024,0.125952
2048,0.14528
4096,0.139264
8192,0.137216
16384,0.110592
32768,0.112384
65536,0.098048
131072,0.098368
262144,0.056352
524288,0.058112
1048576,0.077888
2097152,0.089856
4194304,0.164224
8388608,0.323584
16777216,0.451648
33554432,0.802752
67108864,1.45568
2,0.163904
4,0.135168
8,0.191488
16,0.162816
32,0.14848
64,0.128
128,0.144384
256,0.167936
512,0.151552
1024,0.144352
2048,0.134144
4096,0.136288
8192,0.118784
16384,0.104448
32768,0.109856
65536,0.093504
131072,0.087616
262144,0.045632
524288,0.05984
1048576,0.069824
2097152,0.11712
4194304,0.164608
8388608,0.266272
16777216,0.437344
33554432,0.800672
67108864,1.47555
2,0.151552
4,0.131072
8,0.162816
16,0.132096
32,0.133088
64,0.131072
128,0.13296
256,0.13824
512,0.128096
1024,0.151616
2048,0.129888
4096,0.125952
8192,0.139264
16384,0.110592
32768,0.101952
65536,0.095392
131072,0.076448
262144,0.061952
524288,0.055968
1048576,0.068064
2097152,0.0832
4194304,0.179424
8388608,0.28528
16777216,0.481984
33554432,0.830752
67108864,1.45562
2,0.164864
4,0.134144
8,0.1536
16,0.118784
32,0.130048
64,0.153536
128,0.13808
256,0.152576
512,0.158592
1024,0.131072
2048,0.136064
4096,0.129024
8192,0.118784
16384,0.113536
32768,0.1024
65536,0.094496
131072,0.101824
262144,0.052416
524288,0.066144
1048576,0.068992
2097152,0.09248
4194304,0.155296
8388608,0.27392
16777216,0.449504
33554432,0.809376
67108864,1.48573
2,0.181088
4,0.15872
8,0.166848
16,0.1536
32,0.130048
64,0.149504
128,0.135168
256,0.13312
512,0.136192
1024,0.13312
2048,0.166912
4096,0.14144
8192,0.11776
16384,0.105472
32768,0.1056
65536,0.13568
131072,0.075392
262144,0.05296
524288,0.066176
1048576,0.06384
2097152,0.0936
4194304,0.177888
8388608,0.312
16777216,0.451008
33554432,0.784384
67108864,1.48467
2,0.119808
4,0.179008
8,0.098304
16,0.13312
32,0.133056
64,0.15872
128,0.15376
256,0.130048
512,0.12288
1024,0.164864
2048,0.156672
4096,0.131008
8192,0.128192
16384,0.120832
32768,0.102144
65536,0.10432
131072,0.079552
262144,0.054496
524288,0.06352
1048576,0.071072
2097152,0.104768
4194304,0.181632
8388608,0.286656
16777216,0.460224
33554432,0.803456
67108864,1.46525
2,0.155648
4,0.156672
8,0.181056
16,0.155648
32,0.149504
64,0.128
128,0.130048
256,0.124736
512,0.132256
1024,0.140288
2048,0.151552
4096,0.134144
8192,0.104448
16384,0.140288
32768,0.103168
65536,0.100416
131072,0.078688
262144,0.05248
524288,0.076512
1048576,0.0592
2097152,0.089664
4194304,0.21296
8388608,0.263872
16777216,0.46048
33554432,0.788128
67108864,1.50992
2,0.130976
4,0.18432
8,0.147264
16,0.155648
32,0.153568
64,0.146432
128,0.130048
256,0.132096
512,0.15456
1024,0.14016
2048,0.128
4096,0.10752
8192,0.130976
16384,0.11264
32768,0.099744
65536,0.091616
131072,0.078208
262144,0.052704
524288,0.059168
1048576,0.08832
2097152,0.090048
4194304,0.17952
8388608,0.279552
16777216,0.43856
33554432,0.794816
67108864,1.47738
2,0.151552
4,0.1752
8,0.151552
16,0.16896
32,0.162816
64,0.131072
128,0.165888
256,0.152576
512,0.136064
1024,0.172032
2048,0.156672
4096,0.110592
8192,0.131936
16384,0.114688
32768,0.104256
65536,0.098496
131072,0.07616
262144,0.057696
524288,0.061984
1048576,0.071904
2097152,0.09136
4194304,0.180416
8388608,0.29568
16777216,0.494976
33554432,0.816992
67108864,1.48278
2,0.133952
4,0.151552
8,0.157696
16,0.154624
32,0.157696
64,0.131104
128,0.126976
256,0.161792
512,0.146432
1024,0.159744
2048,0.136
4096,0.137088
8192,0.135168
16384,0.118816
32768,0.12976
65536,0.101312
131072,0.089216
262144,0.055296
524288,0.058624
1048576,0.075744
2097152,0.090304
4194304,0.155104
8388608,0.271136
16777216,0.444
33554432,0.793952
67108864,1.45514
2,0.131072
4,0.124032
8,0.178048
16,0.106496
32,0.151552
64,0.144384
128,0.140288
256,0.1536
512,0.144384
1024,0.152576
2048,0.157696
4096,0.108544
8192,0.137216
16384,0.142336
32768,0.111392
65536,0.096576
131072,0.103904
262144,0.050304
524288,0.051296
1048576,0.074848
2097152,0.09264
4194304,0.177312
8388608,0.278144
16777216,0.438272
33554432,0.777984
67108864,1.4905
2,0.157696
4,0.155648
8,0.156672
16,0.129024
32,0.157696
64,0.1496
128,0.132096
256,0.162816
512,0.147456
1024,0.148384
2048,0.145408
4096,0.134144
8192,0.124928
16384,0.103424
32768,0.106112
65536,0.092352
131072,0.077952
262144,0.067264
524288,0.064192
1048576,0.068864
2097152,0.100288
4194304,0.150496
8388608,0.261632
16777216,0.432672
33554432,0.76928
67108864,1.44662
2,0.16896
4,0.132096
8,0.150528
16,0.151552
32,0.14336
64,0.153568
128,0.159744
256,0.139296
512,0.1536
1024,0.15872
2048,0.160768
4096,0.139232
8192,0.146432
16384,0.108544
32768,0.109568
65536,0.103456
131072,0.085824
262144,0.051936
524288,0.057536
1048576,0.064576
2097152,0.090016
4194304,0.17184
8388608,0.258944
16777216,0.436768
33554432,0.771456
67108864,1.46221
2,0.155648
4,0.149504
8,0.155648
16,0.13824
32,0.157696
64,0.155648
128,0.160768
256,0.151552
512,0.18432
1024,0.125952
2048,0.105472
4096,0.10752
8192,0.13104
16384,0.152576
32768,0.11824
65536,0.096544
131072,0.078528
262144,0.054848
524288,0.061024
1048576,0.061408
2097152,0.09424
4194304,0.166208
8388608,0.267616
16777216,0.427648
33554432,0.78144
67108864,1.4512
2,0.108544
4,0.176128
8,0.159744
16,0.119808
32,0.13312
64,0.15872
128,0.131072
256,0.159744
512,0.161792
1024,0.152576
2048,0.154624
4096,0.10752
8192,0.106496
16384,0.109568
32768,0.109184
65536,0.098016
131072,0.077184
262144,0.052672
524288,0.064544
1048576,0.07584
2097152,0.0936
4194304,0.159776
8388608,0.280512
16777216,0.448768
33554432,0.780032
67108864,1.50272
2,0.13824
4,0.162816
8,0.156672
16,0.166912
32,0.157696
64,0.177152
128,0.106496
256,0.16176
512,0.131072
1024,0.175104
2048,0.142336
